name,comm_code,census_year,population,occupied dwellings,persons per unit
CHRISTIE PARK,CHR,04/01/2006 12:00:00 AM,2205,712,3.1
GLENDALE,GDL,04/01/2004 12:00:00 AM,2804,1089,2.57
SOUTHWOOD,SOW,04/01/1974 12:00:00 AM,6587,1696,3.88
RUTLAND PARK,RUT,04/01/1970 12:00:00 AM,1910,465,4.11
DEER RIDGE,DRG,04/01/1970 12:00:00 AM,0,0,0
COVENTRY HILLS,COV,04/01/1972 12:00:00 AM,0,0,0
WEST SPRINGS,WSP,04/01/2006 12:00:00 AM,5311,1827,2.91
ALBERT PARK/RADISSON HEIGHTS,ALB,04/01/2008 12:00:00 AM,6192,2536,2.44
MOUNT PLEASANT,MOP,04/01/1972 12:00:00 AM,5478,2090,2.62
MAYLAND HEIGHTS,MAL,04/01/1994 12:00:00 AM,5992,2429,2.47
WHITEHORN,WHI,04/01/2013 12:00:00 AM,12172,3683,3.3
SCENIC ACRES,SCE,04/01/2011 12:00:00 AM,8710,2873,3.03
MEADOWLARK PARK,MEA,04/01/1999 12:00:00 AM,645,286,2.26
BANKVIEW,BNK,04/01/1970 12:00:00 AM,5366,2169,2.47
ROSSCARROCK,RCK,04/01/2003 12:00:00 AM,3343,1479,2.26
MOUNT PLEASANT,MOP,04/01/2007 12:00:00 AM,4901,2322,2.11
TUSCANY,TUS,04/01/2014 12:00:00 AM,19465,6425,3.03
SADDLE RIDGE,SAD,04/01/2006 12:00:00 AM,6788,1960,3.46
CASTLERIDGE,CAS,04/01/1982 12:00:00 AM,3159,1046,3.02
MAPLE RIDGE,MPL,04/01/1989 12:00:00 AM,2425,803,3.02
BRENTWOOD,BRE,04/01/2011 12:00:00 AM,6049,2496,2.42
GLAMORGAN,GLA,04/01/1979 12:00:00 AM,5542,1726,3.21
SOUTHVIEW,SOV,04/01/2002 12:00:00 AM,2308,862,2.68
CRANSTON,CRA,04/01/1969 12:00:00 AM,0,0,0
LINCOLN PARK,LPK,04/01/1980 12:00:00 AM,34,4,8.5
MCKENZIE TOWNE,MCT,04/01/2011 12:00:00 AM,15395,5987,2.57
EAU CLAIRE,EAU,04/01/1997 12:00:00 AM,1082,634,1.71
EAU CLAIRE,EAU,04/01/1986 12:00:00 AM,876,532,1.65
SUNNYSIDE,SSD,04/01/2004 12:00:00 AM,3625,2221,1.63
COVENTRY HILLS,COV,04/01/1986 12:00:00 AM,0,0,0
RANCHLANDS,RAN,04/01/2017 12:00:00 AM,7629,2969,2.57
HIDDEN VALLEY,HID,04/01/2000 12:00:00 AM,9523,3185,2.99
PARKHILL,PKH,04/01/2017 12:00:00 AM,1690,818,2.07
COVENTRY HILLS,COV,04/01/1994 12:00:00 AM,1352,494,2.74
REDSTONE,RSN,04/01/1989 12:00:00 AM,0,0,0
BOWNESS,BOW,04/01/1999 12:00:00 AM,12062,4950,2.44
BRIDLEWOOD,BRI,04/01/1988 12:00:00 AM,14,5,2.8
CRESTMONT,CRM,04/01/2012 12:00:00 AM,1454,447,3.25
EDGEMONT,EDG,04/01/1980 12:00:00 AM,1546,456,3.39
ROYAL OAK,ROY,04/01/1972 12:00:00 AM,0,0,0
NORTH HAVEN,NHV,04/01/1972 12:00:00 AM,3100,760,4.08
ST. ANDREWS HEIGHTS,STA,04/01/1993 12:00:00 AM,2060,695,2.96
ROCKY RIDGE,ROC,04/01/2009 12:00:00 AM,6882,2651,2.6
MAYLAND HEIGHTS,MAL,04/01/2015 12:00:00 AM,6157,2677,2.3
RIVERBEND,RIV,04/01/1970 12:00:00 AM,78,23,3.39
GLENBROOK,GBK,04/01/1971 12:00:00 AM,5677,1525,3.72
BRIDLEWOOD,BRI,04/01/1974 12:00:00 AM,0,0,0
CASTLERIDGE,CAS,04/01/1994 12:00:00 AM,6455,1767,3.65
WEST SPRINGS,WSP,04/01/2010 12:00:00 AM,7204,2354,3.06
CAPITOL HILL,CAP,04/01/1975 12:00:00 AM,3905,1645,2.37
MIDNAPORE,MID,04/01/1987 12:00:00 AM,7624,2441,3.12
COACH HILL,COA,04/01/1974 12:00:00 AM,31,10,3.1
BRIDGELAND/RIVERSIDE,BRD,04/01/1982 12:00:00 AM,5213,2402,2.17
SCARBORO,SCA,04/01/2003 12:00:00 AM,927,336,2.76
MANCHESTER,MAN,04/01/1980 12:00:00 AM,196,73,2.68
CITADEL,CIT,04/01/2010 12:00:00 AM,10221,3426,2.98
POINT MCKAY,POI,04/01/2017 12:00:00 AM,1354,813,1.67
SOUTHWOOD,SOW,04/01/2012 12:00:00 AM,6085,2572,2.37
WALDEN,WAL,04/01/2011 12:00:00 AM,594,247,2.4
VARSITY,VAR,04/01/1997 12:00:00 AM,12578,5200,2.42
ALTADORE,ALT,04/01/2012 12:00:00 AM,9116,4140,2.2
ERLTON,ERL,04/01/1991 12:00:00 AM,494,249,1.98
MEADOWLARK PARK,MEA,04/01/2010 12:00:00 AM,636,261,2.44
RENFREW,REN,04/01/1986 12:00:00 AM,5610,2643,2.12
INGLEWOOD,ING,04/01/2004 12:00:00 AM,3254,1720,1.89
BELTLINE,BLN,04/01/1984 12:00:00 AM,14107,8935,1.58
TUSCANY,TUS,04/01/2005 12:00:00 AM,12233,4544,2.69
ROSEDALE,RDL,04/01/1993 12:00:00 AM,1585,649,2.44
MOUNT PLEASANT,MOP,04/01/1989 12:00:00 AM,4299,2101,2.05
WOODLANDS,WOO,04/01/1975 12:00:00 AM,80,3,26.67
TEMPLE,TEM,04/01/1980 12:00:00 AM,5634,1756,3.21
DOWNTOWN COMMERCIAL CORE,DNC,04/01/1976 12:00:00 AM,6581,4389,1.5
SPRUCE CLIFF,SPR,04/01/2003 12:00:00 AM,2991,1321,2.26
CHINOOK PARK,CHK,04/01/2006 12:00:00 AM,1717,579,2.97
NORTH HAVEN UPPER,NHU,04/01/1990 12:00:00 AM,778,244,3.19
BONAVISTA DOWNS,BDO,04/01/1968 12:00:00 AM,0,0,0
UNIVERSITY HEIGHTS,UNI,04/01/1983 12:00:00 AM,2928,1182,2.48
GREENWOOD/GREENBRIAR,GRE,04/01/2012 12:00:00 AM,946,477,1.98
PARKDALE,PKD,04/01/1997 12:00:00 AM,1691,820,2.06
SPRINGBANK HILL,SPH,04/01/1993 12:00:00 AM,0,0,0
TARADALE,TAR,04/01/1991 12:00:00 AM,1464,442,3.31
OGDEN,OGD,04/01/2001 12:00:00 AM,10069,3814,2.64
HIGHLAND PARK,HPK,04/01/1992 12:00:00 AM,3771,1813,2.08
MAYLAND HEIGHTS,MAL,04/01/2014 12:00:00 AM,6357,2723,2.33
UPPER MOUNT ROYAL,UMR,04/01/1988 12:00:00 AM,2631,1025,2.57
FOREST LAWN,FLN,04/01/2007 12:00:00 AM,7872,3060,2.57
RIDEAU PARK,RID,04/01/2001 12:00:00 AM,635,314,2.02
DISCOVERY RIDGE,DIS,04/01/1978 12:00:00 AM,0,0,0
CRESTMONT,CRM,04/01/1983 12:00:00 AM,0,0,0
BELTLINE,BLN,04/01/2016 12:00:00 AM,21958,13468,1.63
GLAMORGAN,GLA,04/01/2007 12:00:00 AM,6289,2843,2.21
HARVEST HILLS,HAR,04/01/2012 12:00:00 AM,7402,2538,2.92
LAKE BONAVISTA,LKB,04/01/2006 12:00:00 AM,10381,3550,2.92
DISCOVERY RIDGE,DIS,04/01/2012 12:00:00 AM,4350,1606,2.71
TUXEDO PARK,TUX,04/01/1980 12:00:00 AM,4239,1922,2.21
WILDWOOD,WLD,04/01/1993 12:00:00 AM,2681,1040,2.58
APPLEWOOD PARK,APP,04/01/1969 12:00:00 AM,0,0,0
HARVEST HILLS,HAR,04/01/1976 12:00:00 AM,0,0,0
PENBROOKE MEADOWS,PEN,04/01/1998 12:00:00 AM,9511,2800,3.4
ROSSCARROCK,RCK,04/01/1978 12:00:00 AM,3405,1303,2.61
MAHOGANY,MAH,04/01/1991 12:00:00 AM,0,0,0
PINERIDGE,PIN,04/01/1973 12:00:00 AM,88,22,4
LOWER MOUNT ROYAL,LMR,04/01/1969 12:00:00 AM,3378,1659,2.04
WOODLANDS,WOO,04/01/2003 12:00:00 AM,6724,2298,2.93
BEL-AIRE,BEL,04/01/1979 12:00:00 AM,493,138,3.57
BRENTWOOD,BRE,04/01/1998 12:00:00 AM,6389,2513,2.54
WILLOW PARK,WIL,04/01/1980 12:00:00 AM,7237,2193,3.3
RUTLAND PARK,RUT,04/01/1973 12:00:00 AM,2736,729,3.75
REDSTONE,RSN,04/01/1969 12:00:00 AM,0,0,0
SUNDANCE,SDC,04/01/1977 12:00:00 AM,0,0,0
GREENVIEW,GRV,04/01/2010 12:00:00 AM,1990,1041,1.91
EVANSTON,EVN,04/01/2015 12:00:00 AM,12883,4057,3.18
FOREST LAWN,FLN,04/01/1989 12:00:00 AM,8171,2923,2.8
MARTINDALE,MRT,04/01/2001 12:00:00 AM,9268,2883,3.21
MONTEREY PARK,MOR,04/01/1986 12:00:00 AM,147,53,2.77
HUNTINGTON HILLS,HUN,04/01/1988 12:00:00 AM,15250,4970,3.07
CITYSCAPE,CSC,04/01/1982 12:00:00 AM,0,0,0
WILLOW PARK,WIL,04/01/1971 12:00:00 AM,6633,1579,4.2
KINGSLAND,KIN,04/01/2011 12:00:00 AM,4418,2250,1.96
BRIDLEWOOD,BRI,04/01/1994 12:00:00 AM,27,9,3
ROCKY RIDGE,ROC,04/01/2002 12:00:00 AM,3136,1178,2.66
DEER RIDGE,DRG,04/01/2016 12:00:00 AM,4110,1471,2.79
KILLARNEY/GLENGARRY,KIL,04/01/2004 12:00:00 AM,6368,3181,2
MISSION,MIS,04/01/1987 12:00:00 AM,3569,2369,1.51
FOREST LAWN,FLN,04/01/2003 12:00:00 AM,7912,2985,2.65
MARTINDALE,MRT,04/01/1996 12:00:00 AM,5427,1734,3.13
HAWKWOOD,HAW,04/01/1979 12:00:00 AM,0,0,0
CITYSCAPE,CSC,04/01/2002 12:00:00 AM,0,0,0
WILDWOOD,WLD,04/01/1968 12:00:00 AM,4294,1038,4.14
HIDDEN VALLEY,HID,04/01/1998 12:00:00 AM,7287,2454,2.97
BEDDINGTON HEIGHTS,BED,04/01/1988 12:00:00 AM,13080,4058,3.22
CITADEL,CIT,04/01/1976 12:00:00 AM,0,0,0
BRITANNIA,BRT,04/01/2000 12:00:00 AM,817,306,2.67
HAYSBORO,HAY,04/01/1975 12:00:00 AM,7479,2238,3
SKYVIEW RANCH,SKR,04/01/1997 12:00:00 AM,0,0,0
BELTLINE,BLN,04/01/1969 12:00:00 AM,14752,7447,1.98
SUNALTA,SNA,04/01/2000 12:00:00 AM,3407,1928,1.77
WINSTON HEIGHTS/MOUNTVIEW,WIN,04/01/1980 12:00:00 AM,4143,1562,2.65
CHARLESWOOD/COLLINGWOOD,,04/01/2011 12:00:00 AM,5588,2318,2.41
UNIVERSITY DISTRICT,UND,04/01/1992 12:00:00 AM,0,0,0
MONTGOMERY,MON,04/01/2009 12:00:00 AM,3795,1550,2.45
PINERIDGE,PIN,04/01/1980 12:00:00 AM,9588,3114,3.08
HIDDEN VALLEY,HID,04/01/1982 12:00:00 AM,0,0,0
NORTH GLENMORE PARK,NGM,04/01/2009 12:00:00 AM,2413,973,2.48
NEW BRIGHTON,NEB,04/01/1974 12:00:00 AM,0,0,0
SPRINGBANK HILL,SPH,04/01/1981 12:00:00 AM,0,0,0
SIGNAL HILL,SIG,04/01/2011 12:00:00 AM,13795,5101,2.7
DALHOUSIE,DAL,04/01/2001 12:00:00 AM,9222,3607,2.56
OAKRIDGE,OAK,04/01/2004 12:00:00 AM,6251,2261,2.76
UNIVERSITY HEIGHTS,UNI,04/01/1977 12:00:00 AM,2425,765,3.17
EAU CLAIRE,EAU,04/01/1980 12:00:00 AM,479,306,1.57
WINDSOR PARK,WND,04/01/1991 12:00:00 AM,3513,2037,1.72
VALLEY RIDGE,VAL,04/01/1995 12:00:00 AM,732,252,2.9
LAKEVIEW,LKV,04/01/1993 12:00:00 AM,5832,2292,2.54
DISCOVERY RIDGE,DIS,04/01/1986 12:00:00 AM,0,0,0
LAKE BONAVISTA,LKB,04/01/2011 12:00:00 AM,10610,4001,2.65
ALBERT PARK/RADISSON HEIGHTS,ALB,04/01/1983 12:00:00 AM,5982,2019,2.96
CITYSCAPE,CSC,04/01/1975 12:00:00 AM,0,0,0
EAGLE RIDGE,EAG,04/01/2013 12:00:00 AM,435,93,4.68
BRENTWOOD,BRE,04/01/2006 12:00:00 AM,6255,2510,2.49
BRIDLEWOOD,BRI,04/01/1976 12:00:00 AM,0,0,0
DEER RUN,DRN,04/01/1981 12:00:00 AM,2946,926,3.18
SCARBORO,SCA,04/01/1980 12:00:00 AM,974,340,2.86
WALDEN,WAL,04/01/1997 12:00:00 AM,0,0,0
TUSCANY,TUS,04/01/2000 12:00:00 AM,4101,1521,2.7
BELTLINE,BLN,04/01/2010 12:00:00 AM,18902,12000,1.58
SAGE HILL,SGH,04/01/1971 12:00:00 AM,0,0,0
NORTH GLENMORE PARK,NGM,04/01/2004 12:00:00 AM,2385,951,2.51
QUEENS PARK VILLAGE,QPK,04/01/2005 12:00:00 AM,381,186,2.05
TARADALE,TAR,04/01/1977 12:00:00 AM,0,0,0
NORTH GLENMORE PARK,NGM,04/01/2012 12:00:00 AM,2386,967,2.47
LEGACY,LEG,04/01/2010 12:00:00 AM,12,5,2.4
EVERGREEN,EVE,04/01/1986 12:00:00 AM,33,15,2.2
PARKLAND,PKL,04/01/2000 12:00:00 AM,4188,1348,3.11
MAHOGANY,MAH,04/01/1984 12:00:00 AM,0,0,0
LEGACY,LEG,04/01/1991 12:00:00 AM,0,0,0
LOWER MOUNT ROYAL,LMR,04/01/1975 12:00:00 AM,3302,1892,1.75
DOWNTOWN COMMERCIAL CORE,DNC,04/01/2005 12:00:00 AM,7229,4334,1.67
CORNERSTONE,CNS,04/01/2004 12:00:00 AM,0,0,0
TARADALE,TAR,04/01/1985 12:00:00 AM,499,159,3.14
SHERWOOD,SHW,04/01/1990 12:00:00 AM,0,0,0
PATTERSON,PAT,04/01/2015 12:00:00 AM,4308,1962,2.2
LINCOLN PARK,LPK,04/01/2003 12:00:00 AM,1927,1080,1.78
BRIDGELAND/RIVERSIDE,BRD,04/01/2010 12:00:00 AM,5162,2582,2
OAKRIDGE,OAK,04/01/1995 12:00:00 AM,6794,2262,3
GLAMORGAN,GLA,04/01/1989 12:00:00 AM,6650,2774,2.4
RICHMOND,RIC,04/01/1987 12:00:00 AM,3717,1761,2.11
RIDEAU PARK,RID,04/01/2016 12:00:00 AM,616,308,2
MAPLE RIDGE,MPL,04/01/1996 12:00:00 AM,2218,805,2.76
BONAVISTA DOWNS,BDO,04/01/2000 12:00:00 AM,1089,367,2.97
LOWER MOUNT ROYAL,LMR,04/01/1988 12:00:00 AM,2923,1990,1.47
MAHOGANY,MAH,04/01/2009 12:00:00 AM,11,4,2.75
UNIVERSITY OF CALGARY,UOC,04/01/2016 12:00:00 AM,2248,9,249.78
CHAPARRAL,CHA,04/01/1992 12:00:00 AM,0,0,0
VARSITY,VAR,04/01/1994 12:00:00 AM,12436,5117,2.43
COACH HILL,COA,04/01/2001 12:00:00 AM,3317,1409,2.35
SPRINGBANK HILL,SPH,04/01/2000 12:00:00 AM,1481,502,2.95
REDSTONE,RSN,04/01/1973 12:00:00 AM,0,0,0
CHARLESWOOD/COLLINGWOOD,,04/01/1992 12:00:00 AM,6167,2403,2.57
ROXBORO,ROX,04/01/1999 12:00:00 AM,429,164,2.62
MARLBOROUGH PARK,MPK,04/01/2008 12:00:00 AM,8536,2906,2.94
HIGHLAND PARK,HPK,04/01/2008 12:00:00 AM,3704,1894,1.96
ELBOYA,EYA,04/01/1988 12:00:00 AM,1598,699,2.29
ROSEDALE,RDL,04/01/1985 12:00:00 AM,1555,656,2.37
MCKENZIE TOWNE,MCT,04/01/1996 12:00:00 AM,46,20,2.3
RUNDLE,RUN,04/01/2005 12:00:00 AM,11130,3535,3.15
COUGAR RIDGE,CGR,04/01/1976 12:00:00 AM,0,0,0
MARTINDALE,MRT,04/01/1986 12:00:00 AM,508,166,3.06
REDSTONE,RSN,04/01/1982 12:00:00 AM,0,0,0
SILVERADO,SVO,04/01/1990 12:00:00 AM,15,5,3
MARLBOROUGH PARK,MPK,04/01/1988 12:00:00 AM,9379,2738,3.43
TEMPLE,TEM,04/01/2017 12:00:00 AM,11162,3503,3.19
KINCORA,KCA,04/01/1972 12:00:00 AM,0,0,0
PANORAMA HILLS,PAN,04/01/1980 12:00:00 AM,0,0,0
DOUGLASDALE/GLEN,DDG,04/01/2015 12:00:00 AM,12714,4478,2.84
RUNDLE,RUN,04/01/1984 12:00:00 AM,10794,3152,3.42
SILVER SPRINGS,SIL,04/01/1974 12:00:00 AM,1731,564,3.07
BRENTWOOD,BRE,04/01/2004 12:00:00 AM,6254,2470,2.53
NORTH GLENMORE PARK,NGM,04/01/1978 12:00:00 AM,3220,938,3.43
MONTEREY PARK,MOR,04/01/1995 12:00:00 AM,6029,1749,3.45
COUGAR RIDGE,CGR,04/01/1985 12:00:00 AM,0,0,0
WINSTON HEIGHTS/MOUNTVIEW,WIN,04/01/1976 12:00:00 AM,4170,1517,2.75
POINT MCKAY,POI,04/01/1969 12:00:00 AM,0,0,0
BRIDGELAND/RIVERSIDE,BRD,04/01/2015 12:00:00 AM,6010,2940,2.04
DEER RIDGE,DRG,04/01/2013 12:00:00 AM,4191,1483,2.83
DIAMOND COVE,DIA,04/01/1979 12:00:00 AM,0,0,0
RIDEAU PARK,RID,04/01/2011 12:00:00 AM,627,310,2.02
ALTADORE,ALT,04/01/1982 12:00:00 AM,7354,2791,2.63
PATTERSON,PAT,04/01/1987 12:00:00 AM,608,275,2.21
CRANSTON,CRA,04/01/2003 12:00:00 AM,1911,694,2.75
TARADALE,TAR,04/01/2002 12:00:00 AM,3848,1201,3.2
SAGE HILL,SGH,04/01/1996 12:00:00 AM,70,22,3.18
APPLEWOOD PARK,APP,04/01/2015 12:00:00 AM,6863,2143,3.2
NOLAN HILL,NOL,04/01/1987 12:00:00 AM,0,0,0
WILDWOOD,WLD,04/01/2017 12:00:00 AM,2629,1029,2.55
PINERIDGE,PIN,04/01/1972 12:00:00 AM,90,22,4.09
SUNDANCE,SDC,04/01/2015 12:00:00 AM,10216,3368,3.03
DOVER,DOV,04/01/1995 12:00:00 AM,11340,3873,2.93
COVENTRY HILLS,COV,04/01/1993 12:00:00 AM,889,318,2.8
BRAESIDE,BRA,04/01/1978 12:00:00 AM,5567,1669,3.34
CHRISTIE PARK,CHR,04/01/1991 12:00:00 AM,993,302,3.29
GLAMORGAN,GLA,04/01/1972 12:00:00 AM,5819,1543,3.77
HARVEST HILLS,HAR,04/01/1984 12:00:00 AM,0,0,0
GARRISON WOODS,GAW,04/01/2000 12:00:00 AM,0,0,0
BEDDINGTON HEIGHTS,BED,04/01/1997 12:00:00 AM,13064,4147,3.15
ACADIA,ACA,04/01/1998 12:00:00 AM,11171,4752,2.35
BRAESIDE,BRA,04/01/1999 12:00:00 AM,6648,2509,2.65
EDGEMONT,EDG,04/01/1972 12:00:00 AM,0,0,0
SETON,SET,04/01/2011 12:00:00 AM,0,0,0
CHAPARRAL,CHA,04/01/2008 12:00:00 AM,9651,2978,3.24
ST. ANDREWS HEIGHTS,STA,04/01/1976 12:00:00 AM,2191,623,3.52
PARKLAND,PKL,04/01/2005 12:00:00 AM,4028,1420,2.84
GLENBROOK,GBK,04/01/1984 12:00:00 AM,7330,2755,2.66
DIAMOND COVE,DIA,04/01/1994 12:00:00 AM,667,209,3.19
HIDDEN VALLEY,HID,04/01/1974 12:00:00 AM,0,0,0
THORNCLIFFE,THO,04/01/2003 12:00:00 AM,9039,3624,2.49
TARADALE,TAR,04/01/1968 12:00:00 AM,0,0,0
EAGLE RIDGE,EAG,04/01/2004 12:00:00 AM,384,104,3.69
BEDDINGTON HEIGHTS,BED,04/01/2006 12:00:00 AM,11926,4183,2.85
ABBEYDALE,ABB,04/01/2015 12:00:00 AM,6167,2009,3.07
PANORAMA HILLS,PAN,04/01/2012 12:00:00 AM,22247,6949,3.2
BRIDLEWOOD,BRI,04/01/1981 12:00:00 AM,0,0,0
SCARBORO,SCA,04/01/1994 12:00:00 AM,879,336,2.62
COVENTRY HILLS,COV,04/01/2004 12:00:00 AM,9719,3380,2.88
BRIDGELAND/RIVERSIDE,BRD,04/01/2002 12:00:00 AM,4837,2298,2.1
RUNDLE,RUN,04/01/2010 12:00:00 AM,11180,3626,3.08
HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,04/01/1981 12:00:00 AM,2915,925,3.15
MILLRISE,MLR,04/01/2008 12:00:00 AM,6383,2247,2.84
CORNERSTONE,CNS,04/01/2008 12:00:00 AM,0,0,0
BONAVISTA DOWNS,BDO,04/01/1994 12:00:00 AM,1108,367,3.02
SHAWNESSY,SHN,04/01/1996 12:00:00 AM,7830,2448,3.2
SHERWOOD,SHW,04/01/1989 12:00:00 AM,0,0,0
WINDSOR PARK,WND,04/01/1978 12:00:00 AM,2960,1440,2.06
FALCONRIDGE,FAL,04/01/2005 12:00:00 AM,10151,3192,3.18
ARBOUR LAKE,ARB,04/01/1986 12:00:00 AM,0,0,0
ACADIA,ACA,04/01/1996 12:00:00 AM,10948,4680,2.34
SADDLE RIDGE,SAD,04/01/1973 12:00:00 AM,276,68,4.06
BRENTWOOD,BRE,04/01/2002 12:00:00 AM,6430,2501,2.57
ABBEYDALE,ABB,04/01/2016 12:00:00 AM,5912,1969,3
SAGE HILL,SGH,04/01/1999 12:00:00 AM,84,25,3.36
SPRINGBANK HILL,SPH,04/01/1995 12:00:00 AM,0,0,0
ARBOUR LAKE,ARB,04/01/2012 12:00:00 AM,10836,3855,2.81
SHAGANAPPI,SHG,04/01/2000 12:00:00 AM,1729,802,2.16
COUNTRY HILLS VILLAGE,CHV,04/01/2016 12:00:00 AM,2689,1304,2.06
TEMPLE,TEM,04/01/1981 12:00:00 AM,8263,2519,3.28
AUBURN BAY,AUB,04/01/1993 12:00:00 AM,0,0,0
LINCOLN PARK,LPK,04/01/2017 12:00:00 AM,2441,977,2.5
PINERIDGE,PIN,04/01/2012 12:00:00 AM,9644,3595,2.68
CHAPARRAL,CHA,04/01/1974 12:00:00 AM,0,0,0
WILDWOOD,WLD,04/01/1972 12:00:00 AM,4044,1041,3.88
LEGACY,LEG,04/01/1989 12:00:00 AM,0,0,0
CORNERSTONE,CNS,04/01/1997 12:00:00 AM,0,0,0
OAKRIDGE,OAK,04/01/1981 12:00:00 AM,7135,2092,3.41
SHERWOOD,SHW,04/01/1977 12:00:00 AM,0,0,0
MCKENZIE LAKE,MCK,04/01/1992 12:00:00 AM,4502,1302,3.46
NORTH HAVEN UPPER,NHU,04/01/1982 12:00:00 AM,861,243,3.54
DIAMOND COVE,DIA,04/01/1992 12:00:00 AM,256,82,3.12
HIGHLAND PARK,HPK,04/01/1978 12:00:00 AM,3990,1622,2.46
SHAWNEE SLOPES,SHS,04/01/1996 12:00:00 AM,1458,480,3.04
WINDSOR PARK,WND,04/01/1993 12:00:00 AM,3511,2016,1.74
HILLHURST,HIL,04/01/1975 12:00:00 AM,5275,2473,2.13
WINDSOR PARK,WND,04/01/2017 12:00:00 AM,4270,2251,1.9
EVERGREEN,EVE,04/01/1970 12:00:00 AM,0,0,0
SOUTHWOOD,SOW,04/01/1969 12:00:00 AM,4771,1084,4.4
MARTINDALE,MRT,04/01/2012 12:00:00 AM,13674,3776,3.62
MANCHESTER,MAN,04/01/2016 12:00:00 AM,1013,466,2.17
OAKRIDGE,OAK,04/01/1969 12:00:00 AM,0,0,0
VISTA HEIGHTS,VIS,04/01/1989 12:00:00 AM,2425,758,3.2
BRAESIDE,BRA,04/01/1990 12:00:00 AM,7047,2497,2.82
ALBERT PARK/RADISSON HEIGHTS,ALB,04/01/1970 12:00:00 AM,4316,1106,3.9
DOWNTOWN EAST VILLAGE,DNE,04/01/1976 12:00:00 AM,1416,655,2.16
CHINATOWN,CHN,04/01/1982 12:00:00 AM,601,300,2
MISSION,MIS,04/01/1983 12:00:00 AM,3107,1996,1.56
BANKVIEW,BNK,04/01/2007 12:00:00 AM,5251,3255,1.61
TEMPLE,TEM,04/01/1999 12:00:00 AM,11943,3464,3.45
MARLBOROUGH PARK,MPK,04/01/2003 12:00:00 AM,8942,2905,3.08
FOREST LAWN,FLN,04/01/1970 12:00:00 AM,8070,1968,4.1
ROSEDALE,RDL,04/01/2015 12:00:00 AM,1653,607,2.72
WESTGATE,WGT,04/01/2017 12:00:00 AM,3193,1301,2.45
BEL-AIRE,BEL,04/01/1971 12:00:00 AM,599,134,4.47
RANCHLANDS,RAN,04/01/1989 12:00:00 AM,8602,2872,3
RIVERBEND,RIV,04/01/1999 12:00:00 AM,10620,3445,3.08
RICHMOND,RIC,04/01/1992 12:00:00 AM,3837,1814,2.12
SAGE HILL,SGH,04/01/1998 12:00:00 AM,83,25,3.32
MOUNT PLEASANT,MOP,04/01/2002 12:00:00 AM,4879,2314,2.11
ST. ANDREWS HEIGHTS,STA,04/01/1978 12:00:00 AM,2081,636,3.27
SHAGANAPPI,SHG,04/01/2002 12:00:00 AM,1662,821,2.02
MAPLE RIDGE,MPL,04/01/1997 12:00:00 AM,2214,807,2.74
TEMPLE,TEM,04/01/2004 12:00:00 AM,11239,3432,3.27
RANCHLANDS,RAN,04/01/1990 12:00:00 AM,8660,2887,3
WEST HILLHURST,WHL,04/01/2004 12:00:00 AM,5472,2580,2.12
LAKEVIEW,LKV,04/01/2004 12:00:00 AM,5656,2292,2.47
SPRINGBANK HILL,SPH,04/01/1991 12:00:00 AM,0,0,0
MISSION,MIS,04/01/1997 12:00:00 AM,3510,2466,1.42
MONTEREY PARK,MOR,04/01/2001 12:00:00 AM,10310,2886,3.57
PINERIDGE,PIN,04/01/2007 12:00:00 AM,9829,3650,2.69
SOUTHWOOD,SOW,04/01/2011 12:00:00 AM,5965,2505,2.38
HIDDEN VALLEY,HID,04/01/1987 12:00:00 AM,0,0,0
UNIVERSITY OF CALGARY,UOC,04/01/2011 12:00:00 AM,2355,658,3.58
ST. ANDREWS HEIGHTS,STA,04/01/1982 12:00:00 AM,2212,750,2.95
RAMSAY,RAM,04/01/1991 12:00:00 AM,2215,1010,2.19
CRANSTON,CRA,04/01/2004 12:00:00 AM,2692,970,2.78
SAGE HILL,SGH,04/01/1993 12:00:00 AM,66,23,2.87
MISSION,MIS,04/01/2000 12:00:00 AM,3664,2492,1.47
NORTH HAVEN UPPER,NHU,04/01/2009 12:00:00 AM,650,244,2.66
LEGACY,LEG,04/01/1986 12:00:00 AM,0,0,0
TUSCANY,TUS,04/01/2004 12:00:00 AM,10329,3854,2.68
ACADIA,ACA,04/01/1973 12:00:00 AM,13459,3451,3.9
APPLEWOOD PARK,APP,04/01/2011 12:00:00 AM,6404,1987,3.22
BONAVISTA DOWNS,BDO,04/01/2011 12:00:00 AM,947,366,2.59
HAMPTONS,HAM,04/01/2007 12:00:00 AM,8093,2420,3.34
CHARLESWOOD/COLLINGWOOD,,04/01/2016 12:00:00 AM,5874,2358,2.49
TUSCANY,TUS,04/01/1982 12:00:00 AM,0,0,0
THORNCLIFFE,THO,04/01/1989 12:00:00 AM,9810,3614,2.71
VALLEY RIDGE,VAL,04/01/1974 12:00:00 AM,0,0,0
INGLEWOOD,ING,04/01/1979 12:00:00 AM,2688,1152,2.33
WHITEHORN,WHI,04/01/1973 12:00:00 AM,0,0,0
SPRUCE CLIFF,SPR,04/01/2012 12:00:00 AM,4285,2122,2.02
SANDSTONE VALLEY,SAN,04/01/1994 12:00:00 AM,6357,1880,3.38
MARLBOROUGH,MRL,04/01/1971 12:00:00 AM,2936,699,4.2
ROYAL OAK,ROY,04/01/2012 12:00:00 AM,11252,3821,2.94
